국가별,시점,국내총생산,고용률,국민부담률,경제활동참가율 (%),무역의존도_수출,무역의존도_수입,수출,수입,외환보유액,부채비율,실업률,평균근로자세금,디플레이터,GDP_성장률
리투아니아,2015,14258,67.3,28.7,59.2,61.31,67.97,25392,28154,1697,53.339,9.1,41.2,110.6,2
리투아니아,2016,14998,69.4,29.7,60.3,58.14,63.54,25009,27333,2602,50.889,7.9,41.3,112.3,2.5
리투아니아,2017,16844,70.4,29.5,60.6,62.76,67.71,29900,32258,4450,47.002,7.1,41.1,117.1,4.3
리투아니아,2018,19167,72.4,30.2,61.6,62.08,67.98,33337,36502,5771,40.673,6.2,40.7,121.2,3.9
리투아니아,2019,19555,73,30.3,62.1,60.67,65.45,33152,35760,5085,44.537,6.3,37.7,124.7,4.3
리투아니아,2020,19998,71.6,,62.6,58.63,59.3,32768,33141,4847,,8.5,36.9,126.1,-0.9
룩셈부르크,2000,48736,,36.9,53.4,36.84,50.36,7833,10707,98,17.774,2.4,35.8,75,8.2
룩셈부르크,2001,48179,,37.4,53.8,38.56,52.91,8202,11255,127,18.121,1.8,34.5,75.3,2.5
룩셈부르크,2002,52931,,37.3,54.8,36.01,49.16,8503,11610,178,18.174,2.6,31.6,76.6,3.8
룩셈부르크,2003,65446,62.2,37.5,54.2,33.77,46.33,9981,13695,311,19.448,3.7,32.1,78.6,1.6
룩셈부르크,2004,75716,62.5,36.6,55,35.08,49.04,12168,17011,331,20.275,5.1,32.5,80.9,3.6
룩셈부르크,2005,80290,63.6,37.7,55.6,51.06,60.26,19068,22506,279,18.915,4.5,33.4,84.3,3.2
룩셈부르크,2006,89740,63.6,35.7,55,54.19,63.93,22985,27115,265,17.807,4.7,34,90.3,5.2
룩셈부르크,2007,106018,64.2,36.2,55.9,45.1,55.12,22949,28047,206,17.36,4.1,35,91.6,8.4
룩셈부르크,2008,114294,63.4,36.8,56,46,57.6,25691,32169,398,25.806,5.1,34.7,95.2,-1.3
룩셈부르크,2009,103199,65.2,38.3,58.2,41.5,49.21,21321,25282,810,23.903,5.1,34.9,96.5,-4.4
룩셈부르크,2010,104965,65.2,37.5,57.7,35.39,46.59,18831,24793,849,29.003,4.4,35.3,100,4.9
룩셈부르크,2011,115762,64.6,37.1,57.6,34.75,48.09,20849,28855,1014,27.823,4.9,37.3,104.8,2.5
룩셈부르크,2012,106749,65.9,38.3,58.8,33.31,48.21,18878,27325,991,29.71,5.1,37.1,107.5,-0.4
룩셈부르크,2013,113625,65.7,38.2,59.4,29.87,43.2,18442,26672,963,30.221,5.9,38.2,109.3,3.7
룩셈부르크,2014,118824,66.6,37.5,60.1,22.92,36.4,15148,24063,863,30.55,5.9,38.6,112.3,4.3
룩셈부르크,2015,101376,66.2,37,60,22.42,33.89,12948,19571,771,30.471,6.7,39.5,112.5,4.3
룩셈부르크,2016,104278,65.6,36.8,58.9,21.72,32.16,13179,19517,974,27.866,6.3,39.6,113.3,4.6
룩셈부르크,2017,107361,66.3,37.6,59.3,22.31,33.46,14285,21422,878,29.652,5.5,37.8,115.3,1.8
룩셈부르크,2018,116597,67.1,39.7,59.9,22.15,33.22,15701,23546,939,28.836,5.6,38.2,118.2,3.1
룩셈부르크,2019,114685,68,39.2,60.7,20.86,32.29,14831,22960,1055,29.958,5.6,38.5,122.2,2.3
룩셈부르크,2020,115874,67.3,,60.8,18.63,28.57,13646,20930,1189,,6.8,37.5,125,-1.3
네덜란드,2000,26149,73,36.9,63.5,51.25,47.77,213424,198926,17688,62.151,2.7,40,81,4.2
네덜란드,2001,26873,74.1,35.6,64.2,50.13,45.35,216183,195571,16897,58.224,2.1,37.4,84.3,2.3
네덜란드,2002,29204,74.4,35,64.9,46.64,41.18,219976,194234,18948,58.698,2.6,37.4,87.5,0.2
네덜란드,2003,35672,73.7,34.8,64.8,45.76,40.43,264860,234023,21597,59.753,3.6,37.2,89.4,0.2
네덜란드,2004,40362,73.1,34.8,64.9,48.4,43.22,318075,284027,21603,60.074,4.7,38.8,90.5,2
네덜란드,2005,41979,70.6,35,63.4,51.03,45.31,349600,310382,20448,59.293,5.9,38.9,92.3,2.1
네덜란드,2006,44863,71.6,36,63.6,54.64,48.89,400670,358515,23902,53.089,5,38.4,94.7,3.5
네덜란드,2007,51733,73.5,35.7,64.5,55.77,49.69,472662,421094,26983,50.5,4.2,38.7,96.6,3.8
네덜란드,2008,57644,74.9,35.9,65.3,57.55,52.19,545562,494752,28509,62.822,3.7,39.2,98.9,2.2
네덜란드,2009,52514,74.6,34.9,65.4,49.75,44.05,431839,382407,39609,65.325,4.4,38,99.1,-3.7
네덜란드,2010,50950,73.9,35.7,64.8,58.2,51.97,492703,439992,46240,69.513,5,38.1,100,1.3
네덜란드,2011,54159,74.2,35.4,64.5,63.01,56.18,569638,507870,51268,73.729,5,38,100.2,1.6
네덜란드,2012,50073,74.4,35.6,65,65.86,59.67,552581,500654,54816,79.479,5.8,38.6,101.6,-1
네덜란드,2013,52184,73.6,36.1,65,65.59,58.51,575168,513101,46250,78.936,7.2,40.6,102.9,-0.1
네덜란드,2014,52830,73.1,37,64.4,64.62,57.04,575720,508207,42921,83.333,7.4,39,103.2,1.4
네덜란드,2015,45175,74.2,37,64.4,60.72,53.93,464700,412694,38205,79.617,6.9,37,104,2
네덜란드,2016,46008,74.8,38.4,64.1,59.75,52.08,468172,408049,36133,77.633,6,37.2,104.5,2.2
네덜란드,2017,48555,75.9,38.7,64,63.47,55.53,527910,461906,38442,70.868,4.8,37.4,105.8,2.9
네덜란드,2018,53019,77.2,38.8,64.3,64.35,57.03,587895,521037,38468,66.03,3.8,37.8,108.4,2.4
네덜란드,2019,52295,78.2,39.3,64.8,63.59,56.76,576786,514851,43285,62.242,3.4,37,111.7,1.7
네덜란드,2020,52304,77.8,,64.6,60.43,53.14,551303,484785,54038,,3.8,36.4,114.2,-3.7
노르웨이,2000,38131,77.5,41.7,73.8,35.07,20.08,60058,34391,27854,32.817,3.5,38.6,68,3.2
노르웨이,2001,38543,77.2,41.9,73.9,34.04,18.94,59216,32953,23538,31.882,3.7,39.2,69.1,2.1
노르웨이,2002,43084,76.8,42.2,74.1,30.51,17.84,59663,34873,32403,39.189,4,38.6,68,1.4
노르웨이,2003,50135,75.5,41.6,72.8,29.85,17.5,68321,40055,37711,48.511,4.2,38.1,70,0.9
노르웨이,2004,57604,75.1,42.3,72.6,31.2,18.35,82527,48534,44308,50.362,4.3,38.1,74,4
노르웨이,2005,66810,74.8,42.5,72.2,33.59,17.96,103751,55481,46986,47.38,4.4,37.2,80.5,2.6
노르웨이,2006,74148,75.4,42.7,71.9,35.34,18.6,122122,64278,56842,58.269,3.4,37.4,87.6,2.4
노르웨이,2007,85140,76.8,42,72.6,34.01,20.05,136371,80378,60840,56.084,2.5,37.5,90.2,3
노르웨이,2008,96944,78,41.3,73.8,37.16,19.53,171764,90293,50950,54.776,2.6,37.6,99.6,0.5
노르웨이,2009,79978,76.4,41.1,72.7,30.24,17.86,116778,68970,48859,48.837,3.1,37.3,94.4,-1.7
노르웨이,2010,87694,75.3,41.8,71.8,30.48,18.03,130669,77326,53215,49.232,3.5,37.3,100,0.7
노르웨이,2011,100601,75.3,41.9,71.3,32.17,18.22,160305,90787,49397,34.721,3.2,37.6,106.7,1
노르웨이,2012,101524,75.8,41.4,71.4,31.59,17.14,160953,87308,51856,35.875,3.1,37.4,110.3,2.7
노르웨이,2013,102913,75.4,39.8,71.1,29.85,17.18,156022,89808,58283,36.462,3.4,37.4,113.1,1
노르웨이,2014,97019,75.2,38.7,64.9,29.03,17.95,144677,89460,64801,34.72,3.5,36.9,113.4,2
노르웨이,2015,74356,74.8,38.4,65,26.91,19.8,103809,76388,57456,40.221,4.3,36.7,110.2,2
노르웨이,2016,70461,74.3,38.9,64.5,24.27,20.34,89507,75002,60445,44.258,4.7,36.3,108.6,1.1
노르웨이,2017,75497,74,38.8,63.7,26.22,20.8,104448,82876,65924,44.665,4.2,36,112.9,2.3
노르웨이,2018,82268,74.8,39.6,64.1,28.15,20.01,123036,87431,63145,45.341,3.8,35.8,120.4,1.1
노르웨이,2019,75826,75.3,39.9,64.2,25.65,21.25,104004,86152,66946,46.687,3.7,35.8,119.8,0.9
노르웨이,2020,67294,74.7,,63.8,22.86,22.47,82743,81352,75259,53.521,4.4,35.8,115.5,-0.8
폴란드,2000,4501,55,32.9,56.8,18.4,28.43,31684,48970,27464,45.949,16.3,38.2,75.9,4.6
폴란드,2001,4991,53.4,32.9,56.9,18.94,26.39,36159,50378,26563,44.573,18.4,38,78.3,1.3
폴란드,2002,5207,51.5,33,55.7,20.61,27.7,41032,55141,29784,54.021,19.9,38,79.7,2
폴란드,2003,5702,51.2,32.5,54.6,24.65,31.29,53699,68153,33960,56.205,19.4,38.2,80.4,3.5
폴란드,2004,6681,51.7,31.9,54.4,29.33,35.03,74828,89362,36773,53.772,19.1,38.4,84.3,5
폴란드,2005,8022,52.8,33,54.9,29.15,33.12,89245,101399,42561,55.252,17.8,38.7,86.5,3.5
폴란드,2006,9035,54.5,33.6,54,32.19,36.93,110941,127260,48474,54.962,13.8,39,88,6.1
폴란드,2007,11255,57,34.6,53.7,32.71,38.7,140338,166047,65734,51.555,9.6,38.2,91.2,7.1
폴란드,2008,13996,59.2,34.1,54.2,32.05,39.23,170998,209330,62168,53.877,7.1,34.7,94.8,4.2
폴란드,2009,11526,59.4,31.2,54.9,31.11,34.05,136786,149723,79576,57.184,8.2,34.1,98.4,2.8
폴란드,2010,12613,59,31.4,55.3,33.31,37.13,159829,178149,93488,61.682,9.6,34.2,100,3.7
폴란드,2011,13880,59.3,31.8,55.6,35.75,39.91,188853,210824,97856,62.176,9.6,34.3,103.3,4.8
폴란드,2012,13097,59.7,32,55.9,37.2,39.97,185474,199235,108902,65.554,10.1,35.5,105.7,1.3
폴란드,2013,13696,60,31.9,55.9,39.36,39.86,205065,207701,106212,66.448,10.3,35.6,106,1.1
폴란드,2014,14271,61.7,31.9,56.3,40.57,41.21,220061,223564,100430,71.438,9,35.7,106.6,3.4
폴란드,2015,12578,62.9,32.4,56.2,41.69,41.14,199202,196548,94910,70.21,7.5,35.7,107.6,4.2
폴란드,2016,12447,64.5,33.4,56.2,43.15,42.24,203936,199623,114372,73.006,6.2,35.6,108,3.1
폴란드,2017,13865,66.1,34.1,56.4,44.49,44.39,234253,233704,113267,68.715,4.9,35.7,110,4.8
폴란드,2018,15468,67.4,35.2,56.3,44.86,45.77,263494,268880,116957,66.759,3.9,35.8,111.3,5.4
폴란드,2019,15695,68.2,35.4,56.2,44.74,44.52,266574,265260,128392,63.315,3.3,35.6,114.8,4.5
폴란드,2020,15656,68.7,,56.1,45.6,43.26,270939,257064,154219,77.224,3.2,34.8,119.6,-2.7
포르투갈,2000,11498,68.4,31.1,60.8,21.21,35.61,25089,42128,14262,67.711,3.8,37.3,76.9,3.8
포르투갈,2001,11725,69,30.8,61.4,20.52,34.29,24930,41665,15060,69.682,3.8,36.4,79.7,1.9
포르투갈,2002,12875,68.8,31.3,62,20.05,31.77,26897,42626,17701,71.819,4.5,37.6,83.1,0.8
포르투갈,2003,15763,68,31.4,62,20.08,30.53,33103,50328,12813,75.641,6.1,37.4,85.9,-0.9
포르투갈,2004,18031,67.7,30.2,61.5,20.34,32.42,38452,61287,11684,80.575,6.3,37.4,88,1.8
포르투갈,2005,18773,67.3,30.8,61.9,19.64,32.4,38720,63879,10364,83.866,7.6,36.8,90.9,0.8
포르투갈,2006,19823,67.6,31.3,62.1,21.47,33.9,44782,70713,9883,82.982,7.7,37.5,93.8,1.6
포르투갈,2007,22782,67.6,31.8,62.2,21.85,34.26,52493,82280,11546,80.512,8,37.3,96.6,2.5
포르투갈,2008,24848,68,31.7,62,21.87,36.09,57377,94669,11948,84.499,7.6,36.9,98.3,0.3
포르투갈,2009,23060,66.1,29.9,61.4,18.16,29.45,44264,71781,15985,97.632,9.4,36.5,99.4,-3.1
포르투갈,2010,22499,65.3,30.5,61.2,20.77,32.66,49404,77682,20995,105.668,10.8,37.1,100,1.7
포르투갈,2011,23187,63.8,32.3,60.5,24.36,33.88,59622,82948,21336,109.88,12.7,38,99.7,-1.7
포르투갈,2012,20565,61.4,31.8,60.2,26.88,33.52,58115,72488,22658,137.316,15.5,37.6,99.3,-4.1
포르투갈,2013,21647,60.6,34,59.3,27.74,33.45,62797,75727,17552,141.066,16.2,41.4,101.6,-0.9
포르투갈,2014,22074,62.6,34.2,58.8,27.8,34.14,63833,78390,19618,150.745,13.9,41.1,102.3,0.8
포르투갈,2015,19242,63.9,34.4,58.6,27.62,33.57,55047,66914,19397,148.418,12.4,42.1,104.4,1.8
포르투갈,2016,19978,65.3,34.1,58.5,26.83,32.84,55354,67754,25132,144.312,11.1,41.5,106.2,2
포르투갈,2017,21437,67.8,34.1,59,28.14,35.67,62129,78762,26109,143.131,8.9,41.4,107.8,3.5
포르투갈,2018,23551,69.7,34.8,59.1,28.23,36.77,68361,89060,24943,137.265,7,40.9,109.7,2.8
포르투갈,2019,23285,70.5,34.8,59.3,28,37.38,67064,89539,24981,135.976,6.5,41.2,111.6,2.5
포르투갈,2020,22440,69,,58,26.6,33.52,61510,77515,29502,155.13,6.8,41.3,114.3,-7.6
슬로바키아,2000,5413,56.8,33.6,59.8,40.76,,11889,,4075,58.779,19.1,42.1,75.4,1.2
슬로바키아,2001,5717,56.8,32.7,60.5,41.11,,12641,,4186,58.504,19.4,42.9,79.3,3.3
슬로바키아,2002,6534,56.8,32.8,59.7,41.21,,14478,,9195,51.509,18.7,42.5,82.4,4.5
슬로바키아,2003,8713,57.7,32.6,60.1,46.92,,21966,,12149,49.377,17.1,42.9,86.8,5.5
슬로바키아,2004,10672,57,31.5,60.1,50.96,48.22,29215,27645,14912,46.755,18.6,42.5,91.7,5.3
슬로바키아,2005,11686,57.7,31.3,59.5,54.52,50.73,34229,31852,15480,39.905,16.3,38.4,94.1,6.6
슬로바키아,2006,13160,59.4,29.3,59.1,62.98,58.99,44535,41711,13364,37.592,13.4,38.6,96.8,8.5
슬로바키아,2007,16086,60.7,29.2,58.9,68.26,67.15,59013,58050,18976,36.066,11.1,38.6,97.9,10.8
슬로바키아,2008,18677,62.3,29.1,59.3,70.97,69.93,71307,70255,18831,34.89,9.5,39,100.7,5.6
슬로바키아,2009,16532,60.2,28.9,58.9,60.87,62.41,54206,55572,1821,44.039,12,37.9,99.5,-5.5
슬로바키아,2010,16751,58.8,28.1,59,71.12,72.31,64231,65304,2161,48.755,14.4,38.1,100,5.9
슬로바키아,2011,18362,59.3,29.1,58.8,77.88,79.68,77202,78980,2462,51.442,13.6,39,101.7,2.8
슬로바키아,2012,17482,59.7,28.8,59.2,79.16,84.59,74832,79964,2519,60.775,14,39.8,103,1.9
슬로바키아,2013,18260,59.9,31,59.3,80.06,86.19,79136,85193,2150,65.17,14.2,41.3,103.5,0.7
슬로바키아,2014,18674,61,31.9,59.4,78.45,84.76,79385,85766,2614,67.829,13.2,41.4,103.3,2.6
슬로바키아,2015,16311,62.7,32.7,59.6,80.77,84.74,71454,74971,2892,66.494,11.5,41.5,103.1,4.8
슬로바키아,2016,16509,64.9,33.3,60.1,81.7,85.89,73245,77003,2892,67.74,9.7,41.7,102.5,2.1
슬로바키아,2017,17504,66.2,34.2,60,84.04,87.69,80013,83486,3622,65.482,8.1,41.7,103.8,3
슬로바키아,2018,19365,67.6,34.3,59.8,85.97,88.58,90678,93434,5231,63.379,6.5,41.9,105.9,3.7
슬로바키아,2019,19273,68.4,34.7,59.7,84.41,85.55,88736,89929,7167,63.121,5.8,41.9,108.6,2.5
슬로바키아,2020,19157,67.5,,59.1,79.63,82.69,83272,86476,9347,79.032,6.7,41.2,111.1,-4.8
슬로베니아,2000,10201,62.9,37.7,57.4,46.78,54.14,9492,10984,3196,34.313,6.9,46.3,67.8,3.7
슬로베니아,2001,10480,63.8,37.8,57.7,49.56,54.34,10347,11344,4397,35.153,5.7,46.2,73.7,3.2
슬로베니아,2002,11777,63.5,38.3,58.1,46.67,49.27,10962,11574,7063,36.155,5.9,46.1,79.2,3.5
슬로베니아,2003,14849,62.6,38.4,56.5,38.08,41.3,11285,12239,8598,34.923,6.5,46.2,83.7,3
슬로베니아,2004,17233,65.3,38.5,59,37.14,41.1,12783,14143,8899,35.181,6,46.3,86.5,4.4
슬로베니아,2005,18099,66,39.2,59.3,39.76,43.65,14397,15805,8160,34.482,6.5,45.6,87.8,3.8
슬로베니아,2006,19673,66.6,38.7,59.3,43.07,46.49,17004,18355,7139,33.069,6,45.3,89.8,5.7
슬로베니아,2007,23788,67.8,38.1,59.7,40.89,44.83,19629,21521,1066,30.345,4.8,43.3,93.5,7
슬로베니아,2008,27483,68.6,37.3,59.5,36.08,41.47,20042,23038,957,29.895,4.4,42.9,97.7,3.5
슬로베니아,2009,24694,67.5,37.1,59.4,44.96,75.77,22646,38166,1080,43.787,5.9,42.2,101,-7.5
슬로베니아,2010,23510,66.2,37.8,59.2,51.32,55.37,24716,26664,1071,47.866,7.2,42.5,100,1.3
슬로베니아,2011,25095,64.4,37.4,57.9,56.76,60.94,29242,31396,991,51.33,8.2,42.6,101,0.9
슬로베니아,2012,22643,64.1,37.7,57.5,58.14,60.95,27080,28392,952,61.514,8.8,42.5,101.5,-2.6
슬로베니아,2013,23497,63.3,37.2,57.3,59.15,60.7,28629,29380,922,78.506,10.1,42.4,103.1,-1
슬로베니아,2014,24215,63.9,37.2,57.7,61.13,60.19,30522,30052,1016,99.255,9.7,42.5,103.6,2.8
슬로베니아,2015,20882,65.2,37.3,57.3,61.7,60.05,26587,25876,856,102.377,9,42.6,104.7,2.2
슬로베니아,2016,21664,65.9,37.4,56.6,61.82,59.67,27658,26695,743,97.208,8,42.7,105.6,3.2
슬로베니아,2017,23455,69.3,37.1,58.4,65.81,64.28,31894,31154,890,88.99,6.6,42.9,107.1,4.8
슬로베니아,2018,26103,71.1,37.4,58.8,67.4,67.01,36488,36273,933,83.02,5.1,43.2,109.4,4.4
슬로베니아,2019,25941,71.9,37.7,58.1,69.3,69.36,37543,37575,1015,80.928,4.5,43.5,111.9,3.2
슬로베니아,2020,25180,70.9,,57.8,64.86,62.34,34300,32965,1311,101.097,5,42.9,113.3,-5.5
스페인,2000,14713,56.3,33.1,52.8,18.99,25.62,113348,152901,35608,65.464,13.8,38.6,74.5,5.2
스페인,2001,15356,57.8,32.8,52.1,18.36,24.49,115177,153636,34236,60.915,10.4,38.9,77.5,3.9
스페인,2002,17026,58.9,33.2,53.8,17.53,23.2,123635,163672,40303,59.581,11.2,39.1,80.7,2.7
스페인,2003,21463,60.2,33.1,54.9,17.23,23.03,156032,208562,26809,54.947,11.3,38.6,83.8,3
스페인,2004,24861,61.3,34,55.9,17.07,24.15,182161,257678,19759,53.065,11.1,38.8,87.1,3.1
스페인,2005,26419,63.6,35.2,57.1,16.55,24.92,190843,287436,17227,50.48,9.2,39,90.7,3.7
스페인,2006,28365,65,36,58,16.94,25.89,213353,326051,19340,46.096,8.5,39.1,94.3,4.1
스페인,2007,32550,65.8,36.4,58.6,16.91,26.18,248918,385356,19054,42.353,8.2,39,97.5,3.6
스페인,2008,35366,64.5,32.1,59.4,17.04,25.62,276962,416373,20245,47.685,11.3,38,99.7,0.9
스페인,2009,32042,60,29.7,59.5,14.84,19.54,220452,290327,28201,62.656,17.9,38.3,99.8,-3.8
스페인,2010,30503,58.9,31.3,59.6,17.33,22.21,246253,315522,31915,67.377,19.9,39.7,100,0.2
스페인,2011,31636,58,31.2,59.7,20.19,24.54,298523,362914,47099,78.339,21.4,40,100,-0.8
스페인,2012,28324,55.8,32.4,59.8,21.6,24.6,286225,325844,50588,93.456,24.8,40.6,99.9,-3
스페인,2013,29060,54.8,33.1,59.4,23,24.65,311633,333928,46308,106.557,26.1,40.7,100.3,-1.4
스페인,2014,29462,56,33.9,58.9,23.65,26.23,323850,359132,50351,119.473,24.4,40.7,100,1.4
스페인,2015,25732,57.8,33.8,58.8,23.62,26.15,282330,312583,53970,117.075,22.1,39.4,100.6,3.8
스페인,2016,26505,59.6,33.6,58.5,23.31,25.21,287213,310615,63144,117.331,19.6,39.4,100.9,3
스페인,2017,28101,61.1,33.9,58.1,24.4,26.81,319442,351023,69409,115.777,17.2,39.3,102.2,3
스페인,2018,30375,62.4,34.6,57.9,24.29,27.35,345315,388721,70650,114.507,15.3,39.4,103.4,2.4
스페인,2019,29565,63.3,34.6,57.9,23.89,26.73,332965,372424,74715,117.317,14.1,39.4,104.9,2
스페인,2020,27057,61,,56.7,23.94,25.38,306752,325193,81318,146.794,15.5,39.3,106,-10.8
스웨덴,2000,29625,,48.8,60.4,33.46,27.87,87946,73256,15134,64.173,5.5,50.1,83.8,4.8
스웨덴,2001,27248,74.1,46.7,62.7,32.46,26.56,78690,64389,14239,65.889,4.7,49.1,85.9,1.4
스웨덴,2002,29899,73.6,45,62.7,31.19,25.37,83225,67693,17411,66.104,5,47.8,87.2,2.2
스웨덴,2003,37322,72.9,45.4,62.8,30.61,25.23,102338,84357,19991,65.157,5.6,48.2,88.7,2.3
스웨덴,2004,42822,72.1,45.7,62.5,31.83,26.21,122571,100927,24775,64.676,6.7,48.4,89,4.3
스웨덴,2005,43437,72.3,46.7,62.9,33.42,28.32,131081,111083,24890,65.535,7.5,48.1,89.6,2.9
스웨덴,2006,46594,73.1,46.1,63.4,34.73,30.26,146946,128049,28023,59.339,7.1,47.8,91.2,4.7
스웨덴,2007,53700,74.2,45.1,63.7,34.52,31.36,169604,154052,31037,53.722,6.2,45.3,93.7,3.4
스웨덴,2008,56153,74.3,44.1,63.9,35.5,32.52,183770,168333,29717,52.641,6.2,44.8,96.8,-0.5
스웨덴,2009,46947,72.2,43.9,63.3,29.83,27.4,130232,119605,47291,55.974,8.4,43.2,99.1,-4.3
스웨덴,2010,52869,72.2,43.1,70.5,31.74,30.14,157394,149459,48300,53.351,8.6,42.8,100,6
스웨덴,2011,60756,73.6,42.1,70.9,32.81,30.78,188338,176682,50349,53.826,7.8,42.8,101.1,3.2
스웨덴,2012,58038,73.8,42.3,71.1,31.34,29.78,173163,164519,52234,55.144,8,42.9,102.1,-0.6
스웨덴,2013,61127,74.4,42.7,71.5,28.57,27.45,167657,161114,65383,57.993,8.1,43,103,1.2
스웨덴,2014,60020,74.9,42.4,72,28.31,27.83,164733,161976,62499,64.195,8,42.5,104.8,2.7
스웨덴,2015,51545,75.5,42.9,72,27.73,27.32,140090,137980,58107,62.324,7.4,42.6,107.1,4.5
스웨덴,2016,51965,76.2,44.3,72.1,26.93,27.15,138849,139997,59386,61.919,7,42.8,108.7,2.1
스웨덴,2017,53792,76.9,44.3,72.7,28.27,28.44,152954,153863,62216,60.092,6.7,42.9,111,2.6
스웨덴,2018,54589,77.4,43.9,73,30.02,30.5,166766,169405,60567,59.198,6.4,43,113.7,2
스웨덴,2019,51687,77.1,42.9,73.4,30.32,29.9,161089,158835,55490,55.88,6.8,42.6,116.6,1.4
스웨덴,2020,51926,75.5,,73.3,28.7,27.7,154297,148940,58279,63.503,8.3,42.7,118.2,-2.8
스위스,2000,38952,,27.6,67.4,28.75,29.47,80452,82461,53491,53.735,2.7,22.9,90.6,4
스위스,2001,39728,,27,67.8,28.58,29.28,82077,84086,51670,51.901,2.5,22.9,91.5,1.6
스위스,2002,42579,,27.6,67.7,29.66,28.16,91986,87345,61311,57.864,2.9,22.9,91.3,0
스위스,2003,49470,,26.9,67.9,28.91,27.64,104954,100342,69585,56.886,4.1,22.4,92.4,0
스위스,2004,54878,,26.6,67.3,30.33,28.6,123009,115976,74619,58.019,4.3,22.2,92.7,2.8
스위스,2005,56547,77.2,26.6,67,31.13,30.09,130905,126544,57640,55.384,4.4,22.2,93.5,2.9
스위스,2006,59301,77.9,26.4,67.4,33.31,31.87,147844,141430,64497,49.227,4,22.1,95.5,4
스위스,2007,65360,78.6,26.2,67.6,34.86,32.67,172060,161232,75372,45.679,3.7,22.4,97.8,4
스위스,2008,74572,79.5,26.6,68.2,35.13,32.12,200334,183192,74074,45.572,3.4,21.9,99.3,2.8
스위스,2009,72083,79,27,68.2,30.97,27.89,172850,155706,135255,44.017,4.1,21.9,99.7,-2.1
스위스,2010,77117,77.3,26.6,67,32.4,29.22,195512,176305,270296,42.631,4.8,22.1,100,3.3
스위스,2011,91254,78.4,26.9,67.5,32.53,28.85,234866,208280,331872,42.858,4.4,22.3,100,1.9
스위스,2012,86548,78.5,26.9,67.5,45.15,42.76,312464,295961,531050,43.372,4.5,22.1,100,1.2
스위스,2013,88109,78.4,27,67.5,50.21,45.11,357851,321509,535851,42.599,4.8,22.2,99.9,1.8
스위스,2014,89685,78.8,26.9,67.9,42.38,37.55,311203,275742,545529,42.468,4.8,21.9,99.4,2.4
스위스,2015,84776,79.2,27.6,68.2,41.28,36.05,289820,253110,602709,42.377,4.8,21.9,98.2,1.7
스위스,2016,83073,79.6,27.7,68.6,43.54,38.83,302849,270068,679359,41.187,4.9,22.1,97.6,2
스위스,2017,83352,79.8,28.4,68.4,42.52,38.3,299559,269796,811196,41.898,4.8,22.1,97.2,1.6
스위스,2018,86430,80.1,28,68.5,42.24,37.99,310836,279600,786971,39.738,4.7,22.2,97.9,3
스위스,2019,85300,80.5,28.5,68.2,42.92,37.98,313913,277810,854804,40.997,4.4,22.3,97.8,1.1
스위스,2020,86602,79.9,,67.9,42.68,39,319226,291721,1083481,44.047,4.8,22.1,97.3,-2.9
영국,2000,28156,72.5,32.8,61.9,16.98,20.14,281488,333896,50911,49.409,5.6,32.6,80,3.5
영국,2001,27718,72.6,32.4,61.6,16.53,19.83,270939,324926,47417,46.803,4.7,32.2,80.9,2.7
영국,2002,29983,72.6,31.4,61.8,15.64,18.99,278399,337949,54959,49.575,5,32.3,82.6,2.2
영국,2003,34384,72.8,31.1,61.9,14.87,18.61,305005,381754,56350,48.676,4.8,33.8,84.5,3.3
영국,2004,40209,73,32.2,61.9,14.32,18.93,345504,456569,62138,52.002,4.6,33.9,86.7,2.3
영국,2005,41933,72.9,32.5,62.3,15.04,19.31,380961,488959,59135,52.335,4.8,33.9,89,3
영국,2006,44473,72.8,32.7,62.7,16.66,20.71,450853,560523,63824,51.337,5.4,34,91.5,2.7
영국,2007,50445,72.7,32.8,62.5,14.3,20.23,442478,625864,77743,53.06,5.3,34.1,94,2.4
영국,2008,47267,72.6,32.1,62.8,15.89,21.87,464247,638779,64738,65.699,5.6,32.8,96.9,-0.3
영국,2009,38737,70.9,31.1,62.6,14.66,20.07,353627,484216,79618,78.771,7.5,32.4,98.4,-4.1
영국,2010,39537,70.4,32.1,62.4,16.37,22.58,406316,560366,98073,89.44,7.8,32.6,100,2.1
영국,2011,42048,70.3,32.7,62.3,17.83,23.92,474160,636190,109734,103.304,8,32.5,102.1,1.3
영국,2012,42449,71,32.1,62.5,17.31,23.61,467941,638419,117093,107.42,7.9,32.1,103.8,1.4
영국,2013,43401,71.5,32.1,62.6,16.89,23.22,470119,646342,118750,103.324,7.5,31.4,105.6,2.2
영국,2014,47452,72.9,32.1,62.7,15.46,21.96,473968,673186,124488,113.191,6.1,31,107.4,2.9
영국,2015,45039,73.7,32.4,62.8,14.57,20.79,427194,609711,148129,112.633,5.3,30.8,108.1,2.4
영국,2016,41048,74.4,32.6,62.9,14.65,21.41,394678,576539,135044,119.775,4.8,30.9,110.5,1.7
영국,2017,40305,75,32.8,62.9,15.86,22.67,422275,603489,150803,117.066,4.3,31,112.6,1.7
영국,2018,42993,75.6,32.9,63.1,15.88,22.56,453837,644517,172681,113.846,4,31,115.1,1.3
영국,2019,42354,76.2,33,63.2,15.67,22,443715,622640,173568,117.154,3.7,30.9,117.6,1.4
영국,2020,40285,75.4,,,14.08,20.09,381130,543961,180129,144.141,,30.8,,-9.8
