국가별,시점,국내총생산,고용률,국민부담률,경제활동참가율 (%),무역의존도_수출,무역의존도_수입,수출,수입,외환보유액,부채비율,실업률,평균근로자세금,디플레이터,GDP_성장률
오스트레일리아,2000,21679,69.1,30.5,63.1,15.37,17.24,63807,71590,18817,41.148,6.3,31,68,3.9
오스트레일리아,2001,19491,69,28.9,63.3,16.73,17,63318,64310,18664,40.405,6.7,27.6,70.3,1.9
오스트레일리아,2002,20082,69.4,29.8,63.4,16.48,18.5,65020,73017,21567,38.673,6.4,28,72.6,4
오스트레일리아,2003,23447,70,30,63.6,15.08,19.09,70338,89049,33258,35.667,5.9,28.2,74.8,3
오스트레일리아,2004,30431,70.3,30.3,63.5,14.13,17.88,86565,109510,36926,32.311,5.4,28.2,77.5,4.1
오스트레일리아,2005,33999,71.5,30,64.4,15.3,18.04,106097,125107,43257,30.27,5,28.5,81,3.2
오스트레일리아,2006,36045,72.1,29.4,64.8,16.55,18.67,123437,139299,55079,29.578,4.8,28.3,85.1,2.8
오스트레일리아,2007,40960,72.8,29.5,65.2,16.57,19.38,141358,165366,26908,28.28,4.4,27.7,88.8,3.8
오스트레일리아,2008,49602,73.2,26.8,65.5,17.77,19.01,187257,200332,32924,30.595,4.2,26.9,94.6,3.7
오스트레일리아,2009,42772,72.1,25.5,65.4,16.63,17.83,154331,165433,41742,39.163,5.6,26.7,94.8,1.9
오스트레일리아,2010,52022,72.4,25.3,65.4,18.55,17.62,212634,201971,42268,41.985,5.2,26.8,100,2.1
오스트레일리아,2011,62518,72.7,25.9,65.4,19.36,17.43,270387,243380,46826,46.293,5.1,26.7,104.8,2.5
오스트레일리아,2012,68012,72.3,26.9,65.2,16.58,16.85,256413,260603,49147,59.239,5.2,27.3,104.1,3.9
오스트레일리아,2013,68150,72,27.1,64.9,16.03,14.86,252643,234275,52801,55.71,5.7,27.4,105.5,2.6
오스트레일리아,2014,62511,71.6,27.3,64.7,16.35,14.59,239975,214141,53893,61.368,6.1,27.7,105.9,2.5
오스트레일리아,2015,56756,72.2,27.9,65,13.89,11.61,187742,156872,45718,64.18,6.1,28.3,105.2,2.2
오스트레일리아,2016,49971,72.4,27.6,64.9,15.92,12.09,192489,146161,53586,68.392,5.7,28.6,106.3,2.8
오스트레일리아,2017,54028,73,28.5,65.2,17.38,13.22,231072,175698,66584,65.605,5.6,28.6,110.1,2.3
오스트레일리아,2018,57355,73.8,28.7,65.6,17.95,12.28,257174,176018,53875,65.895,5.3,28.9,112.6,2.9
오스트레일리아,2019,55057,74.3,,66,19.41,11.03,271006,154043,58742,75.874,5.2,27.9,116.3,2.2
오스트레일리아,2020,51812,72.7,,65,18.83,11.01,250570,146522,43006,96.876,6.5,28.4,117.5,-0.3
뉴질랜드,2000,13641,70.3,32.5,65.2,25.27,26.42,13298,13906,3952,,6.1,19.4,77,2.9
뉴질랜드,2001,13883,71.4,31.9,65.8,25.48,24.7,13729,13308,3565,,5.4,19.4,80.3,3.5
뉴질랜드,2002,16874,72.1,33.3,66.5,21.59,22.58,14383,15047,4963,,5.3,19.4,80.8,4.7
뉴질랜드,2003,21914,72.2,33.2,66.3,18.73,21.03,16526,18560,6085,,4.8,19.5,81.9,4.5
뉴질랜드,2004,25420,73.2,34.2,66.9,19.58,22.32,20344,23194,6947,,4,19.7,84.7,4
뉴질랜드,2005,27751,74.2,36.1,67.7,18.94,22.87,21728,26233,8893,,3.8,20,86.8,3.3
뉴질랜드,2006,26655,74.8,35.3,68.2,20.11,23.7,22434,26430,14068,,3.9,20.4,88.8,2.9
뉴질랜드,2007,32480,75.1,33.9,68.4,19.41,22.37,26622,30689,17247,,3.7,21.1,92.7,3
뉴질랜드,2008,31253,74.6,32.9,68.3,22.97,25.82,30582,34374,11052,,4.2,20.5,96.3,-1.1
뉴질랜드,2009,28209,72.7,30.2,67.9,20.53,21.07,24921,25568,15594,,6.1,18.1,97.2,-0.1
뉴질랜드,2010,33677,72.1,30.3,67.6,21.36,20.91,31301,30635,16723,,6.6,17,100,1.5
뉴질랜드,2011,38388,72.4,30,67.9,22.38,22.05,37669,37106,17012,,6.5,15.9,102.9,2.3
뉴질랜드,2012,39973,71.9,31.6,67.6,21.17,21.71,37301,38253,17583,,6.9,16.4,102.5,2.2
뉴질랜드,2013,42977,72.7,30.5,67.8,20.66,20.76,39445,39641,16318,,5.8,16.9,105.9,2.7
뉴질랜드,2014,44573,74.2,31.3,68.7,20.68,21.12,41623,42519,15861,,5.4,17.2,108.3,3.8
뉴질랜드,2015,38631,74.2,31.6,68.8,19.29,20.53,34354,36550,14700,,5.4,17.6,108.5,3.7
뉴질랜드,2016,40080,75.6,31.5,70,17.86,19.09,33740,36063,17808,,5.2,17.9,110.5,3.7
뉴질랜드,2017,42993,76.9,31.6,70.9,18.39,19.38,38063,40115,20684,,4.7,18.1,114.2,3.6
뉴질랜드,2018,43306,77.5,32.9,70.9,18.69,20.63,39673,43790,17657,,4.3,18.4,115.6,3.2
뉴질랜드,2019,41999,77.5,32.3,70.6,18.9,20.26,39516,42362,17814,,4.1,18.8,118.2,1.6
뉴질랜드,2020,41792,76.8,,70.3,18.31,17.48,38897,37135,13733,,4.6,19.1,120.6,1
